name,x,y,z
root,-12.718773,-10.676222,22.9622
neck,0.018756,-31.574297,3.2959
shoulder.l,22.168529,-42.058356,4.4395
elbow.l,34.348494,-28.884878,-23.9142
wrist.l,33.776298,-32.878496,-54.5621
shoulder.r,-19.176394,-41.215231,-5.0019
elbow.r,3.887633,-20.880550,-30.4017
wrist.r,27.927919,-28.365229,-33.1240
headTop,4.079160,-54.656503,-0.3707
hip.l,0.356460,3.748067,25.7134
knee.l,27.261302,33.402371,-6.5572
ankle.l,35.650764,61.843696,43.9223
foot.l,45.807367,61.686313,31.7874
hip.r,-24.999085,0.382244,15.3714
knee.r,-37.411641,33.561529,-23.7976
ankle.r,-70.390324,47.823183,21.9089
foot.r,-70.586467,48.742357,8.3283
