name,x,y,z
root,-11.144880,-13.470374,17.3201
neck,-8.176379,-35.944159,16.5042
shoulder.l,9.478977,-38.093998,36.7975
elbow.l,29.964795,-19.373551,61.1759
wrist.l,44.400981,-9.692112,87.3994
shoulder.r,-26.065210,-45.356323,-2.9071
elbow.r,-42.403738,-16.220806,-11.0981
wrist.r,-43.892206,-4.111202,-18.9324
headTop,-3.460317,-59.013702,15.2231
hip.l,2.279294,-2.512434,9.9494
knee.l,20.203137,31.600304,-21.8706
ankle.l,-16.170837,68.585236,-0.8914
foot.l,3.798041,69.934471,4.7506
hip.r,-14.620115,-5.429305,2.2477
knee.r,-0.368136,12.099180,-55.2901
ankle.r,30.908349,50.299253,-56.7144
foot.r,25.268245,16.699523,-83.6638
