name,x,y,z
root,2.019187,-2.358678,-29.7421
neck,-9.402217,-26.577011,-18.1642
shoulder.l,-8.103851,-36.109396,-47.0669
elbow.l,2.141279,-28.847991,-79.0157
wrist.l,14.686940,-27.338931,-99.7525
shoulder.r,-13.882596,-41.325730,-2.1354
elbow.r,-9.461279,-16.633147,29.7584
wrist.r,-6.273808,3.182332,23.4811
headTop,-12.048332,-53.011360,-12.6728
hip.l,-2.481110,13.919900,-27.1424
knee.l,-34.230148,25.102589,20.3588
ankle.l,-43.501814,60.682375,57.3793
foot.l,-46.181215,53.555428,78.2926
hip.r,12.780581,7.294099,-18.3439
knee.r,24.198571,16.042096,32.9584
ankle.r,61.559279,30.443274,35.6661
foot.r,68.180534,21.980150,56.1412
