name,x,y,z
root,6.704175,-6.722184,38.7901
neck,-2.951531,-40.038965,13.7683
shoulder.l,27.198319,-35.455072,11.2212
elbow.l,20.970716,-44.567348,-25.4553
wrist.l,11.440848,-62.509948,-101.1479
shoulder.r,-11.981353,-41.102744,46.2612
elbow.r,-25.651602,-29.030182,77.2050
wrist.r,-32.040554,-28.791410,10.8302
headTop,4.536747,-63.242448,17.8784
hip.l,15.121920,5.966492,27.0890
knee.l,6.052845,49.674149,-18.3255
ankle.l,-0.677869,74.502842,-41.4178
foot.l,-8.127965,42.039610,-59.5573
hip.r,-11.574215,0.376711,38.0939
knee.r,-20.064256,48.733339,-20.6328
ankle.r,13.942134,76.392711,0.7091
foot.r,7.101641,53.774445,-15.3095
