name,x,y,z
root,-16.542762,-6.450341,21.5677
neck,-6.107073,-33.088166,3.9102
shoulder.l,7.820578,-39.896025,20.7285
elbow.l,37.375610,-35.807274,33.6289
wrist.l,54.982533,-24.013262,27.6871
shoulder.r,-26.724833,-41.868493,-0.7967
elbow.r,-53.042665,-36.838261,-20.8164
wrist.r,-58.687718,-12.905045,-43.2973
headTop,-4.303192,-60.181758,4.4446
hip.l,-1.304461,0.752946,18.2953
knee.l,22.830041,28.813288,-11.6194
ankle.l,44.536506,60.735932,16.3256
foot.l,65.737744,50.865210,12.1386
hip.r,-19.648644,1.904066,7.7414
knee.r,4.528053,22.612343,-27.5924
ankle.r,-23.322838,64.381690,-20.1462
foot.r,-28.126879,60.983149,-42.1994
