name,x,y,z
root,11.131306,-16.713037,11.1510
neck,15.286461,-41.320173,-0.7873
shoulder.l,39.469290,-41.488097,-5.3760
elbow.l,41.149820,-14.631365,0.5522
wrist.l,35.900714,5.636911,-6.1436
shoulder.r,-2.533206,-56.989933,-1.1592
elbow.r,-16.393195,-36.178897,16.9581
wrist.r,-29.200499,-21.987629,6.1149
headTop,24.321123,-60.200444,-9.5747
hip.l,14.535240,-1.315810,4.3149
knee.l,5.791232,29.791562,-30.0574
ankle.l,-14.295534,63.154548,4.0325
foot.l,-14.962265,70.476152,-6.5088
hip.r,-3.525761,-8.526694,11.7988
knee.r,-24.209318,19.977416,-22.0113
ankle.r,-38.928920,49.793398,16.6957
foot.r,-43.536488,60.522093,10.0004
