name,x,y,z
root,-6.209189,-14.492224,2.7563
neck,-1.562562,-33.085164,-2.5172
shoulder.l,1.225527,-52.470148,17.3476
elbow.l,10.626536,-42.389828,40.5944
wrist.l,27.300700,-46.731879,27.7110
shoulder.r,1.303269,-43.043012,-26.0879
elbow.r,-9.577154,-25.654732,-53.5097
wrist.r,-6.131682,-4.985862,-40.3587
headTop,-5.978309,-49.653683,-5.2866
hip.l,-6.995604,1.350069,11.2400
knee.l,2.799258,34.523720,46.5884
ankle.l,1.310206,52.747174,80.5314
foot.l,13.684224,48.868161,87.3461
hip.r,-8.082470,1.270099,-4.7242
knee.r,1.305757,33.998607,-36.8431
ankle.r,-15.037255,68.494312,-69.4618
foot.r,0.018748,71.254391,-75.3262
