name,x,y,z
root,-8.866618,-14.410802,14.7378
neck,0.305085,-37.407505,6.5052
shoulder.l,12.822104,-40.918799,22.8081
elbow.l,14.276472,-9.370854,43.0435
wrist.l,32.622678,-12.718995,29.5584
shoulder.r,-11.334631,-42.817404,-7.9744
elbow.r,-7.662154,-25.563227,-34.8940
wrist.r,9.986975,-25.035445,-51.6432
headTop,10.782172,-53.311385,0.6062
hip.l,-0.322983,-2.281748,12.6082
knee.l,13.806783,25.802928,-15.3531
ankle.l,6.765062,55.084676,18.2579
foot.l,8.096354,60.939648,6.8644
hip.r,-16.368222,-5.008661,7.1380
knee.r,-14.132647,24.725517,-26.0567
ankle.r,-25.135892,52.844493,-5.5444
foot.r,-25.640539,49.447563,-20.6618
