name,x,y,z
root,-0.790262,-1.842709,3.9482
neck,-0.346521,-26.729723,18.7162
shoulder.l,14.513091,-47.252571,20.1026
elbow.l,10.873544,-76.111242,4.7116
wrist.l,-6.691448,-82.412584,-12.2963
shoulder.r,-16.952769,-40.483642,21.7367
elbow.r,-34.260386,-66.344219,1.2095
wrist.r,-25.721161,-73.725772,-19.4562
headTop,6.729854,-41.373191,16.7768
hip.l,9.761440,9.580993,-3.8134
knee.l,4.748933,49.992584,-22.4261
ankle.l,21.369150,82.955780,7.0641
foot.l,24.053882,86.475319,0.3600
hip.r,-8.260339,12.224551,-2.0961
knee.r,0.142326,47.955114,-34.0228
ankle.r,1.582485,81.299271,3.9121
foot.r,-0.751817,85.792042,-4.4268
