name,x,y,z
root,-0.731559,-23.618328,5.9250
neck,-3.813715,-47.447217,-6.0501
shoulder.l,20.236317,-55.243122,-12.9033
elbow.l,20.415261,-30.791211,-25.5819
wrist.l,11.104379,-13.968688,-37.6287
shoulder.r,-25.347131,-53.674141,0.8459
elbow.r,-30.053762,-30.431937,-25.0545
wrist.r,-17.127227,-20.546249,-50.2575
headTop,-9.368194,-72.666241,4.7245
hip.l,10.934162,-10.288589,7.2905
knee.l,12.847703,38.474740,6.7084
ankle.l,19.816395,68.477070,49.6876
foot.l,31.629610,75.232489,41.8525
hip.r,-10.460765,-9.692690,4.9913
knee.r,-17.863934,36.710240,-13.5871
ankle.r,-8.712142,66.024921,28.8758
foot.r,-3.505397,83.448955,20.1616
