name,x,y,z
root,12.659571,-14.212323,0.9991
neck,7.538343,-41.842196,0.2986
shoulder.l,3.769373,-53.368051,-18.2185
elbow.l,12.036000,-29.390720,-42.1750
wrist.l,-8.875522,-13.334781,-43.9235
shoulder.r,4.640150,-49.366832,19.5582
elbow.r,15.520946,-25.149432,40.5164
wrist.r,9.567293,-5.544848,47.9903
headTop,-2.912981,-65.182051,3.1155
hip.l,5.365966,-2.867126,-8.0532
knee.l,-9.108158,27.112939,-40.1136
ankle.l,0.421535,63.644200,-73.2150
foot.l,-8.957935,61.990095,-80.1150
hip.r,4.519451,-4.373074,10.4982
knee.r,-13.365133,22.475552,46.3074
ankle.r,-10.355145,65.235674,62.0407
foot.r,-22.463756,64.172974,74.4894
