name,x,y,z
root,1.505059,-15.595185,29.9952
neck,1.093968,-41.118163,22.6081
shoulder.l,25.870878,-45.837535,18.3684
elbow.l,16.462537,-25.118076,-8.2271
wrist.l,7.812837,-4.201660,-24.9539
shoulder.r,-20.421203,-47.229214,29.3820
elbow.r,-37.864837,-34.208633,1.8410
wrist.r,-43.059102,-29.912492,-17.5466
headTop,6.964339,-60.524333,35.3922
hip.l,8.257025,-1.077434,21.4196
knee.l,10.210060,28.349827,-10.1274
ankle.l,18.400411,56.099073,-21.3710
foot.l,16.364957,49.390978,-27.3034
hip.r,-5.276253,-0.080777,23.8276
knee.r,-5.741704,38.024758,-8.3427
ankle.r,-1.525409,68.673859,-28.2306
foot.r,0.946436,64.365008,-36.7314
