name,x,y,z
root,-8.272042,-14.145572,11.8860
neck,-0.074199,-36.691388,4.5707
shoulder.l,14.713585,-45.745287,16.3307
elbow.l,8.889526,-23.517439,39.1595
wrist.l,14.509280,-0.990395,32.4460
shoulder.r,-18.976140,-38.546455,-10.4062
elbow.r,-14.560361,-11.884167,-32.4280
wrist.r,-13.307810,-4.188460,-44.8982
headTop,-2.131193,-58.386528,-6.8819
hip.l,-1.164093,0.834846,6.5050
knee.l,13.864644,21.028765,-26.6747
ankle.l,20.074676,43.854998,15.7942
foot.l,14.323036,48.380209,13.0364
hip.r,-11.412996,-1.960014,2.0254
knee.r,1.342868,21.083440,-32.8004
ankle.r,-7.826669,45.854074,6.4583
foot.r,-9.992112,55.019373,5.8773
