name,x,y,z
root,-1.285358,-0.571543,-33.2708
neck,2.946565,-31.197416,-51.6022
shoulder.l,-16.516422,-45.784341,-62.7626
elbow.l,-13.251875,-39.827105,-19.8202
wrist.l,9.984594,-48.018857,-11.9158
shoulder.r,25.856533,-25.281140,-66.6223
elbow.r,19.494470,-14.744302,-29.7374
wrist.r,21.966014,-32.575192,-34.4043
headTop,6.935391,-43.238714,-84.4768
hip.l,-14.714656,12.294294,-21.2250
knee.l,-34.326365,29.285438,28.1460
ankle.l,-51.817897,54.253854,85.8245
foot.l,-49.793876,40.971369,100.9318
hip.r,6.313673,15.499355,-21.3685
knee.r,22.857000,29.301999,29.9458
ankle.r,32.881273,56.253564,88.0329
foot.r,32.470937,43.378738,104.3249
