name,x,y,z
root,-3.099431,-7.764562,33.1807
neck,-7.448187,-31.695905,39.0516
shoulder.l,10.178476,-47.774051,48.6520
elbow.l,20.831111,-27.629454,19.2337
wrist.l,9.863513,-12.633200,0.7341
shoulder.r,-29.602386,-40.090388,48.0829
elbow.r,-25.700339,-20.818044,22.3028
wrist.r,-14.698754,-5.309261,7.1320
headTop,-13.629073,-56.694165,41.8121
hip.l,9.240535,-0.308331,22.3552
knee.l,26.536985,24.816301,-18.9535
ankle.l,43.326964,55.739336,-62.6261
foot.l,43.921551,47.471785,-72.3532
hip.r,-12.106440,1.406749,21.1302
knee.r,-20.187852,20.557504,-19.8599
ankle.r,-17.814586,53.410339,-60.1471
foot.r,-19.612087,47.315348,-69.7275
