name,x,y,z
root,-8.433266,-27.565195,7.8952
neck,11.635661,-29.521797,-0.7898
shoulder.l,14.962231,-23.460834,16.8227
elbow.l,15.035782,-5.344646,30.7014
wrist.l,18.008787,9.437752,18.2419
shoulder.r,0.602138,-28.596498,-15.8765
elbow.r,-12.546355,-14.383285,-30.9390
wrist.r,-5.193398,6.356432,-26.5033
headTop,26.747857,-36.713925,-7.3762
hip.l,-6.547642,-17.264520,12.0978
knee.l,2.642535,12.865470,14.9644
ankle.l,-10.439725,44.697657,13.9429
foot.l,3.090738,45.769876,13.3402
hip.r,-11.032254,-19.065954,1.3035
knee.r,-5.966523,9.109960,-16.8120
ankle.r,-20.889281,36.500331,-10.8325
foot.r,-11.677285,37.179177,-20.1806
