name,x,y,z
root,-9.267752,-3.221255,15.6627
neck,7.497209,-23.328699,18.5393
shoulder.l,25.648295,-25.168490,25.9601
elbow.l,19.121344,2.008343,26.0735
wrist.l,35.337075,6.265371,7.1426
shoulder.r,5.541068,-46.879617,22.8841
elbow.r,-0.081162,-49.069557,-1.3334
wrist.r,12.922318,-69.477059,-28.8048
headTop,22.430128,-35.714414,12.1920
hip.l,-0.143574,6.583626,8.2068
knee.l,19.633298,21.636798,-23.0174
ankle.l,22.377066,64.205226,-15.4690
foot.l,25.166792,56.007742,-26.6688
hip.r,-18.297226,-1.566778,3.9120
knee.r,-33.957929,29.304797,-26.9788
ankle.r,-70.537026,36.196233,-5.1863
foot.r,-63.389923,32.217732,-13.1146
