name,x,y,z
root,-6.532474,-0.060390,-15.1553
neck,-2.970638,-28.577022,-15.7177
shoulder.l,-6.321432,-40.144859,0.3576
elbow.l,-8.559119,-27.141935,22.9194
wrist.l,9.413397,-31.055834,40.3855
shoulder.r,0.330286,-44.024007,-31.3260
elbow.r,23.226030,-45.673981,-21.0289
wrist.r,20.886757,-58.013129,-11.1058
headTop,-7.987661,-55.014243,-13.3128
hip.l,1.802241,9.396107,-4.8939
knee.l,6.645660,33.952687,32.2227
ankle.l,9.269685,60.934922,69.4946
foot.l,19.481979,50.763213,72.1199
hip.r,-6.161352,12.125074,-25.6804
knee.r,-10.173881,38.444683,-51.7369
ankle.r,-24.141202,62.662851,-12.7659
foot.r,-18.208277,61.425863,-34.7760
