name,x,y,z
root,-1.102743,-19.353965,-9.1412
neck,-6.926349,-44.214014,-4.5545
shoulder.l,-24.610369,-51.037860,-15.8719
elbow.l,-16.271556,-20.768708,-30.6650
wrist.l,-14.201150,-4.456128,-13.3711
shoulder.r,3.189791,-57.848684,7.3533
elbow.r,10.725750,-29.389110,25.1789
wrist.r,9.057372,-18.009532,43.3971
headTop,-19.215896,-60.903171,5.0497
hip.l,-12.690719,-6.549005,-8.8336
knee.l,-13.311269,31.008498,5.3927
ankle.l,-7.640176,61.277450,-33.5839
foot.l,-6.261212,68.947031,-30.6694
hip.r,7.717502,-8.961289,-1.4130
knee.r,11.711391,31.286478,21.2788
ankle.r,41.853516,62.164614,17.4545
foot.r,37.976118,66.807395,22.9987
