name,x,y,z
root,6.686981,-14.878032,-25.9404
neck,3.760690,-39.104282,-21.6331
shoulder.l,-4.767256,-40.369190,-43.3633
elbow.l,-20.107641,-19.343627,-37.8395
wrist.l,-22.368695,-32.732813,-19.9890
shoulder.r,13.849391,-47.674121,-2.7221
elbow.r,-2.838910,-24.432128,22.1550
wrist.r,-8.208775,-42.743977,33.7815
headTop,4.746221,-59.913328,-22.4549
hip.l,-3.580773,-0.948058,-19.7967
knee.l,-10.795158,35.132345,13.0365
ankle.l,-11.914541,73.302115,9.3721
foot.l,-12.317668,69.106047,30.9895
hip.r,12.070507,-1.497707,-14.4101
knee.r,16.621843,33.174036,21.9839
ankle.r,21.080527,62.922612,28.2279
foot.r,18.083258,50.000106,48.6027
