name,x,y,z
root,-6.859331,-7.586364,-11.6196
neck,-3.713619,-32.161462,-5.9252
shoulder.l,10.868643,-37.107760,7.4870
elbow.l,23.875626,-28.568737,36.6100
wrist.l,35.122113,-25.199902,53.5521
shoulder.r,-15.271018,-54.740699,-10.4843
elbow.r,17.001147,-57.646793,-20.7701
wrist.r,37.544833,-62.109908,-20.5201
headTop,-3.183579,-54.496589,11.1736
hip.l,-3.344455,8.519055,-7.7741
knee.l,6.234022,45.148327,10.0737
ankle.l,1.159323,60.991750,56.9834
foot.l,-2.018379,71.576580,61.0761
hip.r,-18.210253,5.275514,-18.6530
knee.r,-22.974250,34.126132,-54.7665
ankle.r,-25.921105,62.336196,-40.5586
foot.r,-30.309718,71.644659,-45.8846
