name,x,y,z
root,3.962312,-17.104374,-1.7477
neck,21.250265,-28.291714,2.6467
shoulder.l,12.581491,-37.191543,23.7163
elbow.l,-9.404522,-27.024773,8.6789
wrist.l,-15.050581,-10.823019,18.3621
shoulder.r,32.844953,-31.260992,-13.7017
elbow.r,22.287221,-15.078466,-35.4479
wrist.r,14.113324,-10.607418,-36.3939
headTop,28.086893,-47.221631,5.1651
hip.l,0.128317,-6.664095,7.0663
knee.l,7.127757,33.299460,19.6993
ankle.l,10.142556,64.206627,23.4299
foot.l,18.980292,64.097423,25.7357
hip.r,4.092079,-8.318100,-12.7115
knee.r,-28.012092,18.993692,-14.5251
ankle.r,-63.248853,25.799166,-7.5610
foot.r,-59.881410,33.189758,-12.4114
