name,x,y,z
root,-0.249164,-7.729367,-36.4739
neck,-1.952978,-28.724186,-57.9153
shoulder.l,-24.634453,-45.132255,-63.4691
elbow.l,-12.072381,-9.741913,-36.2861
wrist.l,-8.989459,-13.868544,-10.8363
shoulder.r,17.325847,-33.606547,-82.4443
elbow.r,19.939099,-10.064207,-57.2584
wrist.r,9.726275,6.459121,-47.2406
headTop,1.907478,-57.526052,-74.1017
hip.l,-9.492125,1.134660,-20.4316
knee.l,-31.599418,28.547855,44.8582
ankle.l,-48.758773,50.544011,105.6520
foot.l,-56.883549,14.688113,112.4129
hip.r,12.129549,0.828198,-25.3594
knee.r,33.895166,18.878215,31.8757
ankle.r,43.641289,58.468988,102.7363
foot.r,56.067596,26.843911,114.2816
